id,nom,places,capacite,derniere_mise_a_jour_base,derniere_actualisation_bo,taux_doccupation,geo_point_2d,parking_id,inserted_at,updated_at
211,BLOSSAC TISON,484,665,2023-09-06 03:00:27,2023-09-06 03:00:32,27.21804511278195,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:02:03,2023-09-06 03:02:03
212,NOTRE DAME,467,642,2023-09-06 03:00:29,2023-09-06 03:00:32,27.258566978193144,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:02:03,2023-09-06 03:02:03
213,HOTEL DE VILLE,404,625,2023-09-06 03:00:29,2023-09-06 03:00:32,35.36,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:02:03,2023-09-06 03:02:03
214,THEATRE,225,320,2023-09-06 03:00:30,2023-09-06 03:00:32,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:02:03,2023-09-06 03:02:03
215,GARE TOUMAI,367,632,2023-09-06 03:00:29,2023-09-06 03:00:32,41.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:02:03,2023-09-06 03:02:03
216,ARRET MINUTE,92,137,2023-09-06 03:00:27,2023-09-06 03:00:32,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:02:03,2023-09-06 03:02:03
217,PALAIS DE JUSTICE,78,70,2023-09-06 03:00:30,2023-09-06 03:00:32,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:02:03,2023-09-06 03:02:03
218,BLOSSAC TISON,484,665,2023-09-06 03:02:28,2023-09-06 03:02:33,27.21804511278195,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:04:33,2023-09-06 03:04:33
219,NOTRE DAME,467,642,2023-09-06 03:02:30,2023-09-06 03:02:33,27.258566978193144,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:04:33,2023-09-06 03:04:33
220,HOTEL DE VILLE,404,625,2023-09-06 03:02:30,2023-09-06 03:02:33,35.36,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:04:33,2023-09-06 03:04:33
221,THEATRE,225,320,2023-09-06 03:02:30,2023-09-06 03:02:33,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:04:33,2023-09-06 03:04:33
222,GARE TOUMAI,367,632,2023-09-06 03:02:29,2023-09-06 03:02:33,41.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:04:33,2023-09-06 03:04:33
223,ARRET MINUTE,92,137,2023-09-06 03:02:28,2023-09-06 03:02:33,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:04:33,2023-09-06 03:04:33
224,PALAIS DE JUSTICE,78,70,2023-09-06 03:02:30,2023-09-06 03:02:33,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:04:33,2023-09-06 03:04:33
234,HOTEL DE VILLE,404,625,2023-09-06 03:06:31,2023-09-06 03:06:34,35.36,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:09:33,2023-09-06 03:09:33
240,NOTRE DAME,467,642,2023-09-06 03:08:32,2023-09-06 03:08:33,27.258566978193144,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:12:04,2023-09-06 03:12:04
1493,NOTRE DAME,268,642,2023-09-06 10:38:17,2023-09-06 10:38:10,58.25545171339564,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 10:40:23,2023-09-06 10:40:23
1507,NOTRE DAME,266,642,2023-09-06 10:41:48,2023-09-06 10:42:09,58.56697819314641,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 10:45:24,2023-09-06 10:45:24
1518,ARRET MINUTE,68,137,2023-09-06 10:43:47,2023-09-06 10:44:07,50.36496350364964,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 10:47:54,2023-09-06 10:47:54
1521,NOTRE DAME,266,642,2023-09-06 10:48:21,2023-09-06 10:48:41,58.56697819314641,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 10:50:24,2023-09-06 10:50:24
1533,PALAIS DE JUSTICE,59,70,2023-09-06 10:50:21,2023-09-06 10:50:23,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 10:52:55,2023-09-06 10:52:55
1538,GARE TOUMAI,212,632,2023-09-06 10:52:21,2023-09-06 10:52:24,66.45569620253164,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 10:55:25,2023-09-06 10:55:25
1543,HOTEL DE VILLE,225,625,2023-09-06 10:54:52,2023-09-06 10:54:48,64,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 10:57:55,2023-09-06 10:57:55
1550,HOTEL DE VILLE,227,625,2023-09-06 10:56:21,2023-09-06 10:56:25,63.68000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:00:25,2023-09-06 11:00:25
1556,NOTRE DAME,263,642,2023-09-06 11:00:23,2023-09-06 11:00:25,59.034267912772584,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:02:55,2023-09-06 11:02:55
1566,GARE TOUMAI,213,632,2023-09-06 11:02:23,2023-09-06 11:02:25,66.29746835443038,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 11:05:26,2023-09-06 11:05:26
1570,NOTRE DAME,261,642,2023-09-06 11:04:23,2023-09-06 11:04:26,59.345794392523366,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:07:56,2023-09-06 11:07:56
1577,NOTRE DAME,258,642,2023-09-06 11:08:25,2023-09-06 11:08:28,59.813084112149525,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:10:26,2023-09-06 11:10:26
1589,PALAIS DE JUSTICE,59,70,2023-09-06 11:10:25,2023-09-06 11:10:26,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:12:56,2023-09-06 11:12:56
1596,PALAIS DE JUSTICE,59,70,2023-09-06 11:12:25,2023-09-06 11:12:27,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:15:26,2023-09-06 11:15:26
1624,PALAIS DE JUSTICE,59,70,2023-09-06 11:22:29,2023-09-06 11:22:30,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:25:27,2023-09-06 11:25:27
1634,HOTEL DE VILLE,215,625,2023-09-06 11:28:29,2023-09-06 11:28:31,65.60000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:30:28,2023-09-06 11:30:28
1654,NOTRE DAME,272,642,2023-09-06 11:34:31,2023-09-06 11:34:32,57.63239875389408,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:37:58,2023-09-06 11:37:58
1667,BLOSSAC TISON,352,665,2023-09-06 11:40:00,2023-09-06 11:40:02,47.067669172932334,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:42:59,2023-09-06 11:42:59
1674,BLOSSAC TISON,354,665,2023-09-06 11:42:32,2023-09-06 11:42:51,46.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:45:29,2023-09-06 11:45:29
1682,NOTRE DAME,288,642,2023-09-06 11:44:33,2023-09-06 11:44:34,55.140186915887845,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:47:59,2023-09-06 11:47:59
1693,ARRET MINUTE,63,137,2023-09-06 11:48:32,2023-09-06 11:48:49,54.01459854014598,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:50:30,2023-09-06 11:50:30
225,BLOSSAC TISON,484,665,2023-09-06 03:04:29,2023-09-06 03:04:46,27.21804511278195,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:07:03,2023-09-06 03:07:03
237,ARRET MINUTE,92,137,2023-09-06 03:06:29,2023-09-06 03:06:34,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:09:33,2023-09-06 03:09:33
1494,HOTEL DE VILLE,230,625,2023-09-06 10:38:17,2023-09-06 10:38:10,63.2,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 10:40:23,2023-09-06 10:40:23
1500,NOTRE DAME,266,642,2023-09-06 10:40:17,2023-09-06 10:40:23,58.56697819314641,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 10:42:53,2023-09-06 10:42:53
1509,THEATRE,116,320,2023-09-06 10:41:49,2023-09-06 10:42:09,63.74999999999999,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 10:45:24,2023-09-06 10:45:24
1519,PALAIS DE JUSTICE,56,70,2023-09-06 10:43:48,2023-09-06 10:44:07,20,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 10:47:54,2023-09-06 10:47:54
1525,ARRET MINUTE,67,137,2023-09-06 10:48:48,2023-09-06 10:48:41,51.09489051094891,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 10:50:24,2023-09-06 10:50:24
1529,HOTEL DE VILLE,234,625,2023-09-06 10:50:19,2023-09-06 10:50:23,62.56,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 10:52:55,2023-09-06 10:52:55
1546,ARRET MINUTE,69,137,2023-09-06 10:54:50,2023-09-06 10:54:48,49.63503649635037,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 10:57:55,2023-09-06 10:57:55
1557,HOTEL DE VILLE,233,625,2023-09-06 11:00:23,2023-09-06 11:00:25,62.72,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:02:55,2023-09-06 11:02:55
1571,HOTEL DE VILLE,230,625,2023-09-06 11:04:23,2023-09-06 11:04:26,63.2,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:07:56,2023-09-06 11:07:56
1578,HOTEL DE VILLE,227,625,2023-09-06 11:08:24,2023-09-06 11:08:28,63.68000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:10:26,2023-09-06 11:10:26
1590,BLOSSAC TISON,351,665,2023-09-06 11:12:24,2023-09-06 11:12:27,47.21804511278195,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:15:26,2023-09-06 11:15:26
1600,THEATRE,119,320,2023-09-06 11:14:27,2023-09-06 11:14:28,62.81250000000001,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:17:57,2023-09-06 11:17:57
1605,NOTRE DAME,267,642,2023-09-06 11:18:27,2023-09-06 11:18:41,58.41121495327103,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:20:27,2023-09-06 11:20:27
1614,THEATRE,119,320,2023-09-06 11:20:29,2023-09-06 11:20:29,62.81250000000001,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:22:57,2023-09-06 11:22:57
1625,BLOSSAC TISON,351,665,2023-09-06 11:24:26,2023-09-06 11:24:44,47.21804511278195,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:27:57,2023-09-06 11:27:57
1633,NOTRE DAME,273,642,2023-09-06 11:28:29,2023-09-06 11:28:31,57.476635514018696,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:30:28,2023-09-06 11:30:28
1646,BLOSSAC TISON,352,665,2023-09-06 11:32:28,2023-09-06 11:32:32,47.067669172932334,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:35:28,2023-09-06 11:35:28
1659,PALAIS DE JUSTICE,57,70,2023-09-06 11:34:31,2023-09-06 11:34:32,18.571428571428573,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:37:58,2023-09-06 11:37:58
1663,THEATRE,114,320,2023-09-06 11:40:03,2023-09-06 11:40:02,64.375,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:40:29,2023-09-06 11:40:29
1672,ARRET MINUTE,72,137,2023-09-06 11:40:00,2023-09-06 11:40:02,47.44525547445255,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:42:59,2023-09-06 11:42:59
1678,GARE TOUMAI,211,632,2023-09-06 11:42:33,2023-09-06 11:42:51,66.61392405063292,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 11:45:29,2023-09-06 11:45:29
1690,HOTEL DE VILLE,218,625,2023-09-06 11:48:33,2023-09-06 11:48:49,65.12,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:50:30,2023-09-06 11:50:30
226,NOTRE DAME,467,642,2023-09-06 03:04:30,2023-09-06 03:04:46,27.258566978193144,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:07:03,2023-09-06 03:07:03
235,THEATRE,225,320,2023-09-06 03:06:32,2023-09-06 03:06:34,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:09:33,2023-09-06 03:09:33
1495,THEATRE,115,320,2023-09-06 10:38:17,2023-09-06 10:38:10,64.0625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 10:40:23,2023-09-06 10:40:23
1508,HOTEL DE VILLE,231,625,2023-09-06 10:41:48,2023-09-06 10:42:09,63.04,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 10:45:24,2023-09-06 10:45:24
1516,THEATRE,115,320,2023-09-06 10:43:48,2023-09-06 10:44:07,64.0625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 10:47:54,2023-09-06 10:47:54
1522,HOTEL DE VILLE,231,625,2023-09-06 10:48:19,2023-09-06 10:48:41,63.04,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 10:50:24,2023-09-06 10:50:24
1536,HOTEL DE VILLE,230,625,2023-09-06 10:52:21,2023-09-06 10:52:24,63.2,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 10:55:25,2023-09-06 10:55:25
1547,PALAIS DE JUSTICE,59,70,2023-09-06 10:54:52,2023-09-06 10:54:48,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 10:57:55,2023-09-06 10:57:55
1549,NOTRE DAME,265,642,2023-09-06 10:56:21,2023-09-06 10:56:25,58.72274143302181,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:00:25,2023-09-06 11:00:25
1558,THEATRE,118,320,2023-09-06 11:00:23,2023-09-06 11:00:25,63.125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:02:55,2023-09-06 11:02:55
1568,PALAIS DE JUSTICE,59,70,2023-09-06 11:02:23,2023-09-06 11:02:25,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:05:26,2023-09-06 11:05:26
1588,ARRET MINUTE,74,137,2023-09-06 11:10:22,2023-09-06 11:10:26,45.98540145985402,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:12:56,2023-09-06 11:12:56
1595,ARRET MINUTE,73,137,2023-09-06 11:12:24,2023-09-06 11:12:27,46.715328467153284,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:15:26,2023-09-06 11:15:26
1607,THEATRE,121,320,2023-09-06 11:18:27,2023-09-06 11:18:41,62.18749999999999,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:20:27,2023-09-06 11:20:27
1635,THEATRE,118,320,2023-09-06 11:28:30,2023-09-06 11:28:31,63.125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:30:28,2023-09-06 11:30:28
1644,ARRET MINUTE,74,137,2023-09-06 11:30:28,2023-09-06 11:30:31,45.98540145985402,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:32:58,2023-09-06 11:32:58
1658,ARRET MINUTE,73,137,2023-09-06 11:34:28,2023-09-06 11:34:32,46.715328467153284,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:37:58,2023-09-06 11:37:58
1664,GARE TOUMAI,212,632,2023-09-06 11:40:02,2023-09-06 11:40:02,66.45569620253164,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 11:40:29,2023-09-06 11:40:29
1671,GARE TOUMAI,212,632,2023-09-06 11:40:02,2023-09-06 11:40:02,66.45569620253164,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 11:42:59,2023-09-06 11:42:59
1675,NOTRE DAME,282,642,2023-09-06 11:42:34,2023-09-06 11:42:51,56.074766355140184,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:45:29,2023-09-06 11:45:29
1685,GARE TOUMAI,212,632,2023-09-06 11:44:33,2023-09-06 11:44:34,66.45569620253164,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 11:47:59,2023-09-06 11:47:59
227,HOTEL DE VILLE,404,625,2023-09-06 03:04:29,2023-09-06 03:04:46,35.36,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:07:03,2023-09-06 03:07:03
238,PALAIS DE JUSTICE,78,70,2023-09-06 03:06:31,2023-09-06 03:06:34,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:09:33,2023-09-06 03:09:33
241,HOTEL DE VILLE,404,625,2023-09-06 03:08:31,2023-09-06 03:08:33,35.36,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:12:04,2023-09-06 03:12:04
1496,GARE TOUMAI,210,632,2023-09-06 10:38:17,2023-09-06 10:38:10,66.77215189873418,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 10:40:23,2023-09-06 10:40:23
1505,PALAIS DE JUSTICE,56,70,2023-09-06 10:40:17,2023-09-06 10:40:23,20,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 10:42:53,2023-09-06 10:42:53
1510,GARE TOUMAI,211,632,2023-09-06 10:41:48,2023-09-06 10:42:09,66.61392405063292,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 10:45:24,2023-09-06 10:45:24
1514,NOTRE DAME,265,642,2023-09-06 10:43:48,2023-09-06 10:44:07,58.72274143302181,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 10:47:54,2023-09-06 10:47:54
1534,BLOSSAC TISON,347,665,2023-09-06 10:52:20,2023-09-06 10:52:24,47.81954887218045,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 10:55:25,2023-09-06 10:55:25
1551,THEATRE,117,320,2023-09-06 10:56:23,2023-09-06 10:56:25,63.4375,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:00:25,2023-09-06 11:00:25
1564,HOTEL DE VILLE,231,625,2023-09-06 11:02:23,2023-09-06 11:02:25,63.04,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:05:26,2023-09-06 11:05:26
1575,PALAIS DE JUSTICE,59,70,2023-09-06 11:04:23,2023-09-06 11:04:26,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:07:56,2023-09-06 11:07:56
1580,GARE TOUMAI,212,632,2023-09-06 11:08:24,2023-09-06 11:08:28,66.45569620253164,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 11:10:26,2023-09-06 11:10:26
1584,NOTRE DAME,261,642,2023-09-06 11:10:25,2023-09-06 11:10:26,59.345794392523366,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:12:56,2023-09-06 11:12:56
1601,GARE TOUMAI,212,632,2023-09-06 11:14:25,2023-09-06 11:14:28,66.45569620253164,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 11:17:57,2023-09-06 11:17:57
1609,ARRET MINUTE,74,137,2023-09-06 11:18:24,2023-09-06 11:18:41,45.98540145985402,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:20:27,2023-09-06 11:20:27
1616,ARRET MINUTE,74,137,2023-09-06 11:20:26,2023-09-06 11:20:29,45.98540145985402,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:22:57,2023-09-06 11:22:57
1619,NOTRE DAME,271,642,2023-09-06 11:22:27,2023-09-06 11:22:30,57.78816199376947,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:25:27,2023-09-06 11:25:27
1627,HOTEL DE VILLE,214,625,2023-09-06 11:24:27,2023-09-06 11:24:44,65.75999999999999,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:27:57,2023-09-06 11:27:57
1638,PALAIS DE JUSTICE,59,70,2023-09-06 11:28:29,2023-09-06 11:28:31,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:30:28,2023-09-06 11:30:28
1639,BLOSSAC TISON,353,665,2023-09-06 11:30:28,2023-09-06 11:30:31,46.91729323308271,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:32:58,2023-09-06 11:32:58
1649,THEATRE,115,320,2023-09-06 11:32:32,2023-09-06 11:32:32,64.0625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:35:28,2023-09-06 11:35:28
1666,PALAIS DE JUSTICE,54,70,2023-09-06 11:40:03,2023-09-06 11:40:02,22.857142857142858,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:40:29,2023-09-06 11:40:29
1680,PALAIS DE JUSTICE,54,70,2023-09-06 11:42:34,2023-09-06 11:42:51,22.857142857142858,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:45:29,2023-09-06 11:45:29
1683,HOTEL DE VILLE,216,625,2023-09-06 11:44:33,2023-09-06 11:44:34,65.44,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:47:59,2023-09-06 11:47:59
228,THEATRE,225,320,2023-09-06 03:04:30,2023-09-06 03:04:46,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:07:03,2023-09-06 03:07:03
245,PALAIS DE JUSTICE,78,70,2023-09-06 03:08:32,2023-09-06 03:08:33,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:12:04,2023-09-06 03:12:04
1497,ARRET MINUTE,65,137,2023-09-06 10:38:15,2023-09-06 10:38:10,52.55474452554745,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 10:40:23,2023-09-06 10:40:23
1501,HOTEL DE VILLE,228,625,2023-09-06 10:40:17,2023-09-06 10:40:23,63.519999999999996,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 10:42:53,2023-09-06 10:42:53
1523,THEATRE,117,320,2023-09-06 10:48:21,2023-09-06 10:48:41,63.4375,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 10:50:24,2023-09-06 10:50:24
1528,NOTRE DAME,266,642,2023-09-06 10:50:21,2023-09-06 10:50:23,58.56697819314641,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 10:52:54,2023-09-06 10:52:54
1554,PALAIS DE JUSTICE,59,70,2023-09-06 10:56:21,2023-09-06 10:56:25,15.714285714285714,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:00:25,2023-09-06 11:00:25
1560,ARRET MINUTE,70,137,2023-09-06 11:00:22,2023-09-06 11:00:25,48.9051094890511,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:02:55,2023-09-06 11:02:55
1565,THEATRE,118,320,2023-09-06 11:02:23,2023-09-06 11:02:25,63.125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:05:26,2023-09-06 11:05:26
1574,ARRET MINUTE,73,137,2023-09-06 11:04:22,2023-09-06 11:04:26,46.715328467153284,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:07:56,2023-09-06 11:07:56
1585,HOTEL DE VILLE,223,625,2023-09-06 11:10:25,2023-09-06 11:10:26,64.32,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:12:56,2023-09-06 11:12:56
1593,THEATRE,119,320,2023-09-06 11:12:25,2023-09-06 11:12:27,62.81250000000001,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:15:26,2023-09-06 11:15:26
1606,HOTEL DE VILLE,223,625,2023-09-06 11:18:27,2023-09-06 11:18:41,64.32,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:20:27,2023-09-06 11:20:27
1613,HOTEL DE VILLE,220,625,2023-09-06 11:20:27,2023-09-06 11:20:29,64.8,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:22:57,2023-09-06 11:22:57
1618,BLOSSAC TISON,351,665,2023-09-06 11:22:27,2023-09-06 11:22:30,47.21804511278195,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:25:27,2023-09-06 11:25:27
1630,ARRET MINUTE,74,137,2023-09-06 11:24:26,2023-09-06 11:24:44,45.98540145985402,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:27:57,2023-09-06 11:27:57
1641,HOTEL DE VILLE,213,625,2023-09-06 11:30:29,2023-09-06 11:30:31,65.92,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:32:58,2023-09-06 11:32:58
1648,HOTEL DE VILLE,212,625,2023-09-06 11:32:31,2023-09-06 11:32:32,66.08000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:35:28,2023-09-06 11:35:28
1653,BLOSSAC TISON,352,665,2023-09-06 11:34:30,2023-09-06 11:34:32,47.067669172932334,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 11:37:58,2023-09-06 11:37:58
