id,nom,places,capacite,derniere_mise_a_jour_base,derniere_actualisation_bo,taux_doccupation,geo_point_2d,parking_id,inserted_at,updated_at
1823,HOTEL DE VILLE,213,625,2023-09-06 12:34:46,2023-09-06 12:34:45,65.92,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:38:05,2023-09-06 12:38:05
1834,PALAIS DE JUSTICE,52,70,2023-09-06 12:37:47,2023-09-06 12:38:06,25.71428571428571,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:40:35,2023-09-06 12:40:35
1841,PALAIS DE JUSTICE,52,70,2023-09-06 12:40:18,2023-09-06 12:40:33,25.71428571428571,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:43:05,2023-09-06 12:43:05
299,GARE TOUMAI,366,632,2023-09-06 03:30:35,2023-09-06 03:30:38,42.08860759493671,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:32:05,2023-09-06 03:32:05
305,THEATRE,225,320,2023-09-06 03:32:37,2023-09-06 03:32:38,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:34:36,2023-09-06 03:34:36
314,ARRET MINUTE,92,137,2023-09-06 03:34:34,2023-09-06 03:34:52,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:37:06,2023-09-06 03:37:06
1700,ARRET MINUTE,64,137,2023-09-06 11:50:33,2023-09-06 11:50:35,53.284671532846716,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 11:53:00,2023-09-06 11:53:00
1705,THEATRE,111,320,2023-09-06 11:52:36,2023-09-06 11:52:36,65.3125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:55:30,2023-09-06 11:55:30
1722,PALAIS DE JUSTICE,52,70,2023-09-06 11:56:37,2023-09-06 11:56:37,25.71428571428571,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:00:30,2023-09-06 12:00:30
1728,ARRET MINUTE,56,137,2023-09-06 12:00:06,2023-09-06 12:00:38,59.12408759124088,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:03:01,2023-09-06 12:03:01
1736,PALAIS DE JUSTICE,48,70,2023-09-06 12:02:38,2023-09-06 12:02:38,31.428571428571427,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:05:31,2023-09-06 12:05:31
1741,GARE TOUMAI,207,632,2023-09-06 12:04:37,2023-09-06 12:04:38,67.24683544303798,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 12:08:01,2023-09-06 12:08:01
1746,HOTEL DE VILLE,201,625,2023-09-06 12:08:40,2023-09-06 12:08:40,67.84,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:10:32,2023-09-06 12:10:32
1757,PALAIS DE JUSTICE,48,70,2023-09-06 12:10:40,2023-09-06 12:10:40,31.428571428571427,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:13:02,2023-09-06 12:13:02
1769,GARE TOUMAI,207,632,2023-09-06 12:14:41,2023-09-06 12:14:42,67.24683544303798,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 12:18:02,2023-09-06 12:18:02
1785,PALAIS DE JUSTICE,50,70,2023-09-06 12:20:44,2023-09-06 12:20:42,28.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:23:03,2023-09-06 12:23:03
1792,PALAIS DE JUSTICE,50,70,2023-09-06 12:22:44,2023-09-06 12:22:43,28.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:25:33,2023-09-06 12:25:33
1795,HOTEL DE VILLE,213,625,2023-09-06 12:24:44,2023-09-06 12:24:43,65.92,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:28:03,2023-09-06 12:28:03
1805,ARRET MINUTE,60,137,2023-09-06 12:28:43,2023-09-06 12:28:44,56.20437956204379,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:30:34,2023-09-06 12:30:34
1812,ARRET MINUTE,58,137,2023-09-06 12:30:43,2023-09-06 12:30:59,57.66423357664233,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:33:04,2023-09-06 12:33:04
1826,ARRET MINUTE,58,137,2023-09-06 12:34:45,2023-09-06 12:34:45,57.66423357664233,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:38:05,2023-09-06 12:38:05
300,ARRET MINUTE,92,137,2023-09-06 03:30:34,2023-09-06 03:30:38,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:32:05,2023-09-06 03:32:05
307,ARRET MINUTE,92,137,2023-09-06 03:32:34,2023-09-06 03:32:38,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:34:36,2023-09-06 03:34:36
313,GARE TOUMAI,366,632,2023-09-06 03:34:35,2023-09-06 03:34:52,42.08860759493671,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:37:06,2023-09-06 03:37:06
321,ARRET MINUTE,92,137,2023-09-06 03:36:34,2023-09-06 03:36:40,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:39:36,2023-09-06 03:39:36
1701,PALAIS DE JUSTICE,51,70,2023-09-06 11:50:36,2023-09-06 11:50:35,27.142857142857142,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:53:00,2023-09-06 11:53:00
1704,HOTEL DE VILLE,212,625,2023-09-06 11:52:36,2023-09-06 11:52:36,66.08000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 11:55:30,2023-09-06 11:55:30
1710,NOTRE DAME,287,642,2023-09-06 11:54:35,2023-09-06 11:54:53,55.295950155763244,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:58:00,2023-09-06 11:58:00
1717,NOTRE DAME,286,642,2023-09-06 11:56:37,2023-09-06 11:56:37,55.45171339563863,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 12:00:30,2023-09-06 12:00:30
1726,THEATRE,113,320,2023-09-06 12:00:37,2023-09-06 12:00:38,64.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 12:03:01,2023-09-06 12:03:01
1735,ARRET MINUTE,56,137,2023-09-06 12:02:36,2023-09-06 12:02:38,59.12408759124088,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:05:31,2023-09-06 12:05:31
1742,ARRET MINUTE,57,137,2023-09-06 12:04:37,2023-09-06 12:04:38,58.3941605839416,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:08:01,2023-09-06 12:08:01
1759,NOTRE DAME,290,642,2023-09-06 12:12:41,2023-09-06 12:12:53,54.82866043613706,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 12:15:32,2023-09-06 12:15:32
1767,HOTEL DE VILLE,203,625,2023-09-06 12:14:41,2023-09-06 12:14:42,67.52,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:18:02,2023-09-06 12:18:02
1777,ARRET MINUTE,56,137,2023-09-06 12:18:41,2023-09-06 12:18:55,59.12408759124088,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:20:33,2023-09-06 12:20:33
1780,NOTRE DAME,288,642,2023-09-06 12:20:44,2023-09-06 12:20:42,55.140186915887845,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 12:23:03,2023-09-06 12:23:03
1793,BLOSSAC TISON,348,665,2023-09-06 12:24:43,2023-09-06 12:24:43,47.66917293233083,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 12:28:03,2023-09-06 12:28:03
1802,HOTEL DE VILLE,215,625,2023-09-06 12:28:44,2023-09-06 12:28:44,65.60000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:30:34,2023-09-06 12:30:34
1813,PALAIS DE JUSTICE,50,70,2023-09-06 12:30:46,2023-09-06 12:30:59,28.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:33:04,2023-09-06 12:33:04
1820,PALAIS DE JUSTICE,50,70,2023-09-06 12:32:46,2023-09-06 12:32:45,28.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:35:34,2023-09-06 12:35:34
1830,HOTEL DE VILLE,216,625,2023-09-06 12:37:47,2023-09-06 12:38:06,65.44,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:40:35,2023-09-06 12:40:35
301,PALAIS DE JUSTICE,78,70,2023-09-06 03:30:35,2023-09-06 03:30:38,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:32:05,2023-09-06 03:32:05
303,NOTRE DAME,466,642,2023-09-06 03:32:35,2023-09-06 03:32:38,27.41433021806853,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:34:36,2023-09-06 03:34:36
309,BLOSSAC TISON,479,665,2023-09-06 03:34:34,2023-09-06 03:34:52,27.969924812030072,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:37:06,2023-09-06 03:37:06
322,PALAIS DE JUSTICE,78,70,2023-09-06 03:36:37,2023-09-06 03:36:40,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:39:36,2023-09-06 03:39:36
1703,NOTRE DAME,290,642,2023-09-06 11:52:36,2023-09-06 11:52:36,54.82866043613706,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 11:55:30,2023-09-06 11:55:30
1712,THEATRE,111,320,2023-09-06 11:54:37,2023-09-06 11:54:53,65.3125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 11:58:00,2023-09-06 11:58:00
1718,HOTEL DE VILLE,208,625,2023-09-06 11:56:37,2023-09-06 11:56:37,66.72,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:00:30,2023-09-06 12:00:30
1731,NOTRE DAME,286,642,2023-09-06 12:02:37,2023-09-06 12:02:38,55.45171339563863,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 12:05:31,2023-09-06 12:05:31
1750,PALAIS DE JUSTICE,48,70,2023-09-06 12:08:40,2023-09-06 12:08:40,31.428571428571427,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:10:32,2023-09-06 12:10:32
1756,ARRET MINUTE,59,137,2023-09-06 12:10:38,2023-09-06 12:10:40,56.934306569343065,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:13:02,2023-09-06 12:13:02
1770,ARRET MINUTE,57,137,2023-09-06 12:14:39,2023-09-06 12:14:42,58.3941605839416,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:18:02,2023-09-06 12:18:02
1779,BLOSSAC TISON,349,665,2023-09-06 12:20:41,2023-09-06 12:20:42,47.51879699248121,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 12:23:03,2023-09-06 12:23:03
1789,THEATRE,107,320,2023-09-06 12:22:44,2023-09-06 12:22:43,66.5625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 12:25:33,2023-09-06 12:25:33
1796,THEATRE,109,320,2023-09-06 12:24:44,2023-09-06 12:24:43,65.9375,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 12:28:03,2023-09-06 12:28:03
1809,HOTEL DE VILLE,215,625,2023-09-06 12:30:46,2023-09-06 12:30:59,65.60000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:33:04,2023-09-06 12:33:04
1822,NOTRE DAME,300,642,2023-09-06 12:34:46,2023-09-06 12:34:45,53.271028037383175,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 12:38:05,2023-09-06 12:38:05
1839,GARE TOUMAI,206,632,2023-09-06 12:40:18,2023-09-06 12:40:33,67.40506329113924,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 12:43:05,2023-09-06 12:43:05
306,GARE TOUMAI,366,632,2023-09-06 03:32:35,2023-09-06 03:32:38,42.08860759493671,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:34:36,2023-09-06 03:34:36
316,BLOSSAC TISON,479,665,2023-09-06 03:36:36,2023-09-06 03:36:40,27.969924812030072,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:39:36,2023-09-06 03:39:36
1708,PALAIS DE JUSTICE,51,70,2023-09-06 11:52:36,2023-09-06 11:52:36,27.142857142857142,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:55:30,2023-09-06 11:55:30
1715,PALAIS DE JUSTICE,51,70,2023-09-06 11:54:37,2023-09-06 11:54:53,27.142857142857142,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 11:58:00,2023-09-06 11:58:00
1720,GARE TOUMAI,209,632,2023-09-06 11:56:35,2023-09-06 11:56:37,66.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 12:00:30,2023-09-06 12:00:30
1725,HOTEL DE VILLE,206,625,2023-09-06 12:00:37,2023-09-06 12:00:38,67.04,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:03:01,2023-09-06 12:03:01
1738,NOTRE DAME,284,642,2023-09-06 12:04:39,2023-09-06 12:04:38,55.7632398753894,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 12:08:01,2023-09-06 12:08:01
1747,THEATRE,112,320,2023-09-06 12:08:40,2023-09-06 12:08:40,65,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 12:10:32,2023-09-06 12:10:32
1762,GARE TOUMAI,208,632,2023-09-06 12:12:39,2023-09-06 12:12:53,67.08860759493672,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 12:15:32,2023-09-06 12:15:32
1771,PALAIS DE JUSTICE,50,70,2023-09-06 12:14:42,2023-09-06 12:14:42,28.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 12:18:02,2023-09-06 12:18:02
1776,GARE TOUMAI,208,632,2023-09-06 12:18:42,2023-09-06 12:18:55,67.08860759493672,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 12:20:33,2023-09-06 12:20:33
1784,ARRET MINUTE,58,137,2023-09-06 12:20:41,2023-09-06 12:20:42,57.66423357664233,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 12:23:03,2023-09-06 12:23:03
1788,HOTEL DE VILLE,212,625,2023-09-06 12:22:44,2023-09-06 12:22:43,66.08000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:25:33,2023-09-06 12:25:33
1807,BLOSSAC TISON,347,665,2023-09-06 12:30:45,2023-09-06 12:30:59,47.81954887218045,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 12:33:04,2023-09-06 12:33:04
1816,HOTEL DE VILLE,215,625,2023-09-06 12:32:46,2023-09-06 12:32:45,65.60000000000001,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 12:35:34,2023-09-06 12:35:34
1821,BLOSSAC TISON,347,665,2023-09-06 12:34:46,2023-09-06 12:34:45,47.81954887218045,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 12:38:05,2023-09-06 12:38:05
1831,THEATRE,100,320,2023-09-06 12:37:48,2023-09-06 12:38:06,68.75,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 12:40:35,2023-09-06 12:40:35
1838,THEATRE,101,320,2023-09-06 12:40:18,2023-09-06 12:40:33,68.4375,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 12:43:05,2023-09-06 12:43:05
308,PALAIS DE JUSTICE,78,70,2023-09-06 03:32:37,2023-09-06 03:32:38,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:34:36,2023-09-06 03:34:36
312,THEATRE,225,320,2023-09-06 03:34:37,2023-09-06 03:34:52,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:37:06,2023-09-06 03:37:06
323,BLOSSAC TISON,478,665,2023-09-06 03:40:37,2023-09-06 03:40:40,28.1203007518797,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:42:06,2023-09-06 03:42:06
324,NOTRE DAME,466,642,2023-09-06 03:40:37,2023-09-06 03:40:40,27.41433021806853,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:42:06,2023-09-06 03:42:06
325,HOTEL DE VILLE,402,625,2023-09-06 03:40:37,2023-09-06 03:40:40,35.68,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:42:06,2023-09-06 03:42:06
326,THEATRE,225,320,2023-09-06 03:40:39,2023-09-06 03:40:40,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:42:06,2023-09-06 03:42:06
327,GARE TOUMAI,364,632,2023-09-06 03:40:37,2023-09-06 03:40:40,42.405063291139236,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:42:06,2023-09-06 03:42:06
328,ARRET MINUTE,92,137,2023-09-06 03:40:37,2023-09-06 03:40:40,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:42:06,2023-09-06 03:42:06
329,PALAIS DE JUSTICE,78,70,2023-09-06 03:40:39,2023-09-06 03:40:40,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:42:06,2023-09-06 03:42:06
330,BLOSSAC TISON,476,665,2023-09-06 03:42:36,2023-09-06 03:42:40,28.421052631578945,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:44:36,2023-09-06 03:44:36
331,NOTRE DAME,467,642,2023-09-06 03:42:39,2023-09-06 03:42:40,27.258566978193144,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:44:36,2023-09-06 03:44:36
332,HOTEL DE VILLE,402,625,2023-09-06 03:42:37,2023-09-06 03:42:40,35.68,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:44:36,2023-09-06 03:44:36
333,THEATRE,225,320,2023-09-06 03:42:39,2023-09-06 03:42:40,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:44:36,2023-09-06 03:44:36
334,GARE TOUMAI,363,632,2023-09-06 03:42:37,2023-09-06 03:42:40,42.563291139240505,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:44:36,2023-09-06 03:44:36
335,ARRET MINUTE,92,137,2023-09-06 03:42:36,2023-09-06 03:42:40,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:44:36,2023-09-06 03:44:36
336,PALAIS DE JUSTICE,78,70,2023-09-06 03:42:39,2023-09-06 03:42:40,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:44:36,2023-09-06 03:44:36
337,BLOSSAC TISON,476,665,2023-09-06 03:44:37,2023-09-06 03:44:41,28.421052631578945,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:47:07,2023-09-06 03:47:07
338,NOTRE DAME,467,642,2023-09-06 03:44:39,2023-09-06 03:44:41,27.258566978193144,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:47:07,2023-09-06 03:47:07
339,HOTEL DE VILLE,402,625,2023-09-06 03:44:39,2023-09-06 03:44:41,35.68,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:47:07,2023-09-06 03:47:07
340,THEATRE,225,320,2023-09-06 03:44:40,2023-09-06 03:44:41,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:47:07,2023-09-06 03:47:07
341,GARE TOUMAI,363,632,2023-09-06 03:44:39,2023-09-06 03:44:41,42.563291139240505,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:47:07,2023-09-06 03:47:07
342,ARRET MINUTE,92,137,2023-09-06 03:44:36,2023-09-06 03:44:41,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:47:07,2023-09-06 03:47:07
343,PALAIS DE JUSTICE,78,70,2023-09-06 03:44:40,2023-09-06 03:44:41,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:47:07,2023-09-06 03:47:07
344,BLOSSAC TISON,476,665,2023-09-06 03:46:38,2023-09-06 03:46:55,28.421052631578945,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:49:37,2023-09-06 03:49:37
345,NOTRE DAME,467,642,2023-09-06 03:46:39,2023-09-06 03:46:55,27.258566978193144,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:49:37,2023-09-06 03:49:37
346,HOTEL DE VILLE,401,625,2023-09-06 03:46:39,2023-09-06 03:46:55,35.839999999999996,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:49:37,2023-09-06 03:49:37
347,THEATRE,225,320,2023-09-06 03:46:39,2023-09-06 03:46:55,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:49:37,2023-09-06 03:49:37
348,GARE TOUMAI,363,632,2023-09-06 03:46:39,2023-09-06 03:46:55,42.563291139240505,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:49:37,2023-09-06 03:49:37
349,ARRET MINUTE,92,137,2023-09-06 03:46:38,2023-09-06 03:46:55,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:49:37,2023-09-06 03:49:37
350,PALAIS DE JUSTICE,78,70,2023-09-06 03:46:39,2023-09-06 03:46:55,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:49:37,2023-09-06 03:49:37
351,BLOSSAC TISON,475,665,2023-09-06 03:50:39,2023-09-06 03:50:43,28.57142857142857,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:52:08,2023-09-06 03:52:08
352,NOTRE DAME,468,642,2023-09-06 03:50:41,2023-09-06 03:50:43,27.102803738317753,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:52:08,2023-09-06 03:52:08
353,HOTEL DE VILLE,400,625,2023-09-06 03:50:41,2023-09-06 03:50:43,36,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:52:08,2023-09-06 03:52:08
354,THEATRE,225,320,2023-09-06 03:50:42,2023-09-06 03:50:43,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:52:08,2023-09-06 03:52:08
355,GARE TOUMAI,363,632,2023-09-06 03:50:39,2023-09-06 03:50:43,42.563291139240505,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:52:08,2023-09-06 03:52:08
356,ARRET MINUTE,92,137,2023-09-06 03:50:39,2023-09-06 03:50:43,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:52:08,2023-09-06 03:52:08
357,PALAIS DE JUSTICE,78,70,2023-09-06 03:50:41,2023-09-06 03:50:43,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:52:08,2023-09-06 03:52:08
358,BLOSSAC TISON,475,665,2023-09-06 03:52:38,2023-09-06 03:52:57,28.57142857142857,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:54:38,2023-09-06 03:54:38
359,NOTRE DAME,468,642,2023-09-06 03:52:41,2023-09-06 03:52:57,27.102803738317753,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:54:38,2023-09-06 03:54:38
360,HOTEL DE VILLE,397,625,2023-09-06 03:52:41,2023-09-06 03:52:57,36.480000000000004,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:54:38,2023-09-06 03:54:38
361,THEATRE,225,320,2023-09-06 03:52:42,2023-09-06 03:52:57,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:54:38,2023-09-06 03:54:38
362,GARE TOUMAI,362,632,2023-09-06 03:52:40,2023-09-06 03:52:57,42.721518987341774,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:54:38,2023-09-06 03:54:38
363,ARRET MINUTE,92,137,2023-09-06 03:52:38,2023-09-06 03:52:57,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 03:54:38,2023-09-06 03:54:38
364,PALAIS DE JUSTICE,78,70,2023-09-06 03:52:41,2023-09-06 03:52:57,-11.428571428571429,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 03:54:38,2023-09-06 03:54:38
365,BLOSSAC TISON,475,665,2023-09-06 03:54:40,2023-09-06 03:54:43,28.57142857142857,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 03:57:08,2023-09-06 03:57:08
366,NOTRE DAME,468,642,2023-09-06 03:54:41,2023-09-06 03:54:43,27.102803738317753,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 03:57:08,2023-09-06 03:57:08
367,HOTEL DE VILLE,396,625,2023-09-06 03:54:41,2023-09-06 03:54:43,36.64,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 03:57:08,2023-09-06 03:57:08
368,THEATRE,225,320,2023-09-06 03:54:41,2023-09-06 03:54:43,29.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 03:57:08,2023-09-06 03:57:08
369,GARE TOUMAI,361,632,2023-09-06 03:54:41,2023-09-06 03:54:43,42.879746835443036,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 03:57:08,2023-09-06 03:57:08
