id,nom,places,capacite,derniere_mise_a_jour_base,derniere_actualisation_bo,taux_doccupation,geo_point_2d,parking_id,inserted_at,updated_at
334,GARE TOUMAI,465,632,2023-09-04 23:28:09,2023-09-04 23:28:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:31:17,2023-09-04 23:31:17
335,ARRET MINUTE,96,137,2023-09-04 23:28:08,2023-09-04 23:28:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:31:17,2023-09-04 23:31:17
336,PALAIS DE JUSTICE,68,70,2023-09-04 23:28:10,2023-09-04 23:28:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:31:17,2023-09-04 23:31:17
337,BLOSSAC TISON,487,665,2023-09-04 23:28:08,2023-09-04 23:28:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:31:32,2023-09-04 23:31:32
338,NOTRE DAME,447,642,2023-09-04 23:28:10,2023-09-04 23:28:08,30.373831775700932,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:31:32,2023-09-04 23:31:32
339,HOTEL DE VILLE,442,625,2023-09-04 23:28:10,2023-09-04 23:28:08,29.28,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:31:32,2023-09-04 23:31:32
340,THEATRE,218,320,2023-09-04 23:28:10,2023-09-04 23:28:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:31:32,2023-09-04 23:31:32
341,GARE TOUMAI,465,632,2023-09-04 23:28:09,2023-09-04 23:28:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:31:32,2023-09-04 23:31:32
342,ARRET MINUTE,96,137,2023-09-04 23:28:08,2023-09-04 23:28:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:31:32,2023-09-04 23:31:32
343,PALAIS DE JUSTICE,68,70,2023-09-04 23:28:10,2023-09-04 23:28:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:31:32,2023-09-04 23:31:32
344,BLOSSAC TISON,487,665,2023-09-04 23:28:08,2023-09-04 23:28:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:31:47,2023-09-04 23:31:47
345,NOTRE DAME,447,642,2023-09-04 23:28:10,2023-09-04 23:28:08,30.373831775700932,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:31:47,2023-09-04 23:31:47
346,HOTEL DE VILLE,442,625,2023-09-04 23:28:10,2023-09-04 23:28:08,29.28,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:31:47,2023-09-04 23:31:47
347,THEATRE,218,320,2023-09-04 23:28:10,2023-09-04 23:28:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:31:47,2023-09-04 23:31:47
348,GARE TOUMAI,465,632,2023-09-04 23:28:09,2023-09-04 23:28:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:31:47,2023-09-04 23:31:47
349,ARRET MINUTE,96,137,2023-09-04 23:28:08,2023-09-04 23:28:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:31:47,2023-09-04 23:31:47
350,PALAIS DE JUSTICE,68,70,2023-09-04 23:28:10,2023-09-04 23:28:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:31:47,2023-09-04 23:31:47
351,BLOSSAC TISON,487,665,2023-09-04 23:28:08,2023-09-04 23:28:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:32:02,2023-09-04 23:32:02
352,NOTRE DAME,447,642,2023-09-04 23:28:10,2023-09-04 23:28:08,30.373831775700932,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:32:02,2023-09-04 23:32:02
353,HOTEL DE VILLE,442,625,2023-09-04 23:28:10,2023-09-04 23:28:08,29.28,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:32:02,2023-09-04 23:32:02
354,THEATRE,218,320,2023-09-04 23:28:10,2023-09-04 23:28:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:32:02,2023-09-04 23:32:02
355,GARE TOUMAI,465,632,2023-09-04 23:28:09,2023-09-04 23:28:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:32:02,2023-09-04 23:32:02
356,ARRET MINUTE,96,137,2023-09-04 23:28:08,2023-09-04 23:28:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:32:02,2023-09-04 23:32:02
357,PALAIS DE JUSTICE,68,70,2023-09-04 23:28:10,2023-09-04 23:28:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:32:02,2023-09-04 23:32:02
358,BLOSSAC TISON,487,665,2023-09-04 23:30:09,2023-09-04 23:30:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:32:17,2023-09-04 23:32:17
359,NOTRE DAME,448,642,2023-09-04 23:30:10,2023-09-04 23:30:08,30.218068535825545,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:32:17,2023-09-04 23:32:17
360,HOTEL DE VILLE,441,625,2023-09-04 23:30:09,2023-09-04 23:30:08,29.439999999999998,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:32:17,2023-09-04 23:32:17
361,THEATRE,218,320,2023-09-04 23:30:10,2023-09-04 23:30:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:32:17,2023-09-04 23:32:17
362,GARE TOUMAI,465,632,2023-09-04 23:30:09,2023-09-04 23:30:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:32:17,2023-09-04 23:32:17
363,ARRET MINUTE,96,137,2023-09-04 23:30:09,2023-09-04 23:30:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:32:17,2023-09-04 23:32:17
364,PALAIS DE JUSTICE,68,70,2023-09-04 23:30:10,2023-09-04 23:30:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:32:17,2023-09-04 23:32:17
370,ARRET MINUTE,96,137,2023-09-04 23:30:09,2023-09-04 23:30:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:32:33,2023-09-04 23:32:33
389,THEATRE,218,320,2023-09-04 23:30:10,2023-09-04 23:30:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:33:18,2023-09-04 23:33:18
394,NOTRE DAME,448,642,2023-09-04 23:30:10,2023-09-04 23:30:08,30.218068535825545,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:33:33,2023-09-04 23:33:33
1522,HOTEL DE VILLE,206,625,2023-09-05 11:26:09,2023-09-05 11:26:20,67.04,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 11:30:13,2023-09-05 11:30:13
2036,ARRET MINUTE,92,137,2023-09-05 22:40:20,2023-09-05 22:40:39,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 22:43:24,2023-09-05 22:43:24
2042,GARE TOUMAI,368,632,2023-09-05 22:42:23,2023-09-05 22:42:40,41.77215189873418,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 22:45:54,2023-09-05 22:45:54
2057,ARRET MINUTE,92,137,2023-09-05 22:48:22,2023-09-05 22:48:40,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 22:50:54,2023-09-05 22:50:54
2810,HOTEL DE VILLE,248,625,2023-09-06 08:34:47,2023-09-06 08:34:42,60.31999999999999,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 08:37:22,2023-09-06 08:37:22
2826,GARE TOUMAI,223,632,2023-09-06 08:38:47,2023-09-06 08:38:52,64.71518987341773,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 08:42:22,2023-09-06 08:42:22
365,BLOSSAC TISON,487,665,2023-09-04 23:30:09,2023-09-04 23:30:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:32:32,2023-09-04 23:32:32
386,BLOSSAC TISON,487,665,2023-09-04 23:30:09,2023-09-04 23:30:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:33:18,2023-09-04 23:33:18
397,GARE TOUMAI,465,632,2023-09-04 23:30:09,2023-09-04 23:30:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:33:33,2023-09-04 23:33:33
1523,THEATRE,106,320,2023-09-05 11:26:10,2023-09-05 11:26:20,66.875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 11:30:13,2023-09-05 11:30:13
2059,BLOSSAC TISON,474,665,2023-09-05 22:52:24,2023-09-05 22:52:41,28.721804511278194,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 22:54:52,2023-09-05 22:54:52
2811,THEATRE,104,320,2023-09-06 08:34:49,2023-09-06 08:34:42,67.5,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 08:37:22,2023-09-06 08:37:22
2818,THEATRE,106,320,2023-09-06 08:36:49,2023-09-06 08:36:42,66.875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 08:39:52,2023-09-06 08:39:52
2825,THEATRE,107,320,2023-09-06 08:38:49,2023-09-06 08:38:52,66.5625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 08:42:22,2023-09-06 08:42:22
366,NOTRE DAME,448,642,2023-09-04 23:30:10,2023-09-04 23:30:08,30.218068535825545,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:32:33,2023-09-04 23:32:33
373,NOTRE DAME,448,642,2023-09-04 23:30:10,2023-09-04 23:30:08,30.218068535825545,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:32:48,2023-09-04 23:32:48
385,PALAIS DE JUSTICE,68,70,2023-09-04 23:30:10,2023-09-04 23:30:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:33:03,2023-09-04 23:33:03
388,HOTEL DE VILLE,441,625,2023-09-04 23:30:09,2023-09-04 23:30:08,29.439999999999998,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:33:18,2023-09-04 23:33:18
399,PALAIS DE JUSTICE,68,70,2023-09-04 23:30:10,2023-09-04 23:30:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:33:33,2023-09-04 23:33:33
1524,GARE TOUMAI,241,632,2023-09-05 11:26:09,2023-09-05 11:26:20,61.86708860759494,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 11:30:13,2023-09-05 11:30:13
2060,NOTRE DAME,429,642,2023-09-05 22:52:25,2023-09-05 22:52:41,33.177570093457945,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 22:54:52,2023-09-05 22:54:52
2812,GARE TOUMAI,223,632,2023-09-06 08:34:47,2023-09-06 08:34:42,64.71518987341773,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-06 08:37:22,2023-09-06 08:37:22
2827,ARRET MINUTE,62,137,2023-09-06 08:38:46,2023-09-06 08:38:52,54.74452554744526,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 08:42:22,2023-09-06 08:42:22
2832,THEATRE,107,320,2023-09-06 08:42:49,2023-09-06 08:42:43,66.5625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-06 08:44:52,2023-09-06 08:44:52
367,HOTEL DE VILLE,441,625,2023-09-04 23:30:09,2023-09-04 23:30:08,29.439999999999998,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:32:33,2023-09-04 23:32:33
372,BLOSSAC TISON,487,665,2023-09-04 23:30:09,2023-09-04 23:30:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:32:48,2023-09-04 23:32:48
382,THEATRE,218,320,2023-09-04 23:30:10,2023-09-04 23:30:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:33:03,2023-09-04 23:33:03
390,GARE TOUMAI,465,632,2023-09-04 23:30:09,2023-09-04 23:30:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:33:18,2023-09-04 23:33:18
1525,ARRET MINUTE,67,137,2023-09-05 11:26:06,2023-09-05 11:26:20,51.09489051094891,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 11:30:13,2023-09-05 11:30:13
2061,HOTEL DE VILLE,389,625,2023-09-05 22:52:25,2023-09-05 22:52:41,37.76,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 22:54:52,2023-09-05 22:54:52
2813,ARRET MINUTE,62,137,2023-09-06 08:34:46,2023-09-06 08:34:42,54.74452554744526,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 08:37:22,2023-09-06 08:37:22
2830,NOTRE DAME,284,642,2023-09-06 08:42:49,2023-09-06 08:42:43,55.7632398753894,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 08:44:52,2023-09-06 08:44:52
368,THEATRE,218,320,2023-09-04 23:30:10,2023-09-04 23:30:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:32:33,2023-09-04 23:32:33
375,THEATRE,218,320,2023-09-04 23:30:10,2023-09-04 23:30:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:32:48,2023-09-04 23:32:48
384,ARRET MINUTE,96,137,2023-09-04 23:30:09,2023-09-04 23:30:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:33:03,2023-09-04 23:33:03
398,ARRET MINUTE,96,137,2023-09-04 23:30:09,2023-09-04 23:30:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:33:33,2023-09-04 23:33:33
1526,PALAIS DE JUSTICE,43,70,2023-09-05 11:26:10,2023-09-05 11:26:20,38.57142857142858,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 11:30:13,2023-09-05 11:30:13
2062,THEATRE,223,320,2023-09-05 22:52:25,2023-09-05 22:52:41,30.312499999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 22:54:52,2023-09-05 22:54:52
2814,PALAIS DE JUSTICE,50,70,2023-09-06 08:34:47,2023-09-06 08:34:42,28.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 08:37:22,2023-09-06 08:37:22
2817,HOTEL DE VILLE,251,625,2023-09-06 08:36:47,2023-09-06 08:36:42,59.84,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 08:39:52,2023-09-06 08:39:52
2822,BLOSSAC TISON,324,665,2023-09-06 08:38:46,2023-09-06 08:38:52,51.2781954887218,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 08:42:22,2023-09-06 08:42:22
2835,PALAIS DE JUSTICE,50,70,2023-09-06 08:42:49,2023-09-06 08:42:43,28.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-06 08:44:52,2023-09-06 08:44:52
369,GARE TOUMAI,465,632,2023-09-04 23:30:09,2023-09-04 23:30:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:32:33,2023-09-04 23:32:33
374,HOTEL DE VILLE,441,625,2023-09-04 23:30:09,2023-09-04 23:30:08,29.439999999999998,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:32:48,2023-09-04 23:32:48
381,HOTEL DE VILLE,441,625,2023-09-04 23:30:09,2023-09-04 23:30:08,29.439999999999998,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:33:03,2023-09-04 23:33:03
387,NOTRE DAME,448,642,2023-09-04 23:30:10,2023-09-04 23:30:08,30.218068535825545,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:33:18,2023-09-04 23:33:18
1527,BLOSSAC TISON,311,665,2023-09-05 11:30:09,2023-09-05 11:30:21,53.23308270676692,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 11:32:43,2023-09-05 11:32:43
1549,NOTRE DAME,272,642,2023-09-05 11:38:11,2023-09-05 11:38:23,57.63239875389408,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 11:40:14,2023-09-05 11:40:14
1561,PALAIS DE JUSTICE,40,70,2023-09-05 11:40:42,2023-09-05 11:40:36,42.857142857142854,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 11:42:44,2023-09-05 11:42:44
1573,GARE TOUMAI,237,632,2023-09-05 11:44:13,2023-09-05 11:44:23,62.5,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 11:47:45,2023-09-05 11:47:45
1580,GARE TOUMAI,235,632,2023-09-05 11:48:13,2023-09-05 11:48:24,62.81645569620253,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 11:50:15,2023-09-05 11:50:15
2063,GARE TOUMAI,368,632,2023-09-05 22:52:25,2023-09-05 22:52:41,41.77215189873418,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 22:54:52,2023-09-05 22:54:52
2815,BLOSSAC TISON,325,665,2023-09-06 08:36:47,2023-09-06 08:36:42,51.127819548872175,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 08:39:52,2023-09-06 08:39:52
2824,HOTEL DE VILLE,250,625,2023-09-06 08:38:47,2023-09-06 08:38:52,60,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 08:42:22,2023-09-06 08:42:22
2834,ARRET MINUTE,60,137,2023-09-06 08:42:46,2023-09-06 08:42:43,56.20437956204379,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 08:44:52,2023-09-06 08:44:52
371,PALAIS DE JUSTICE,68,70,2023-09-04 23:30:10,2023-09-04 23:30:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:32:33,2023-09-04 23:32:33
376,GARE TOUMAI,465,632,2023-09-04 23:30:09,2023-09-04 23:30:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:32:48,2023-09-04 23:32:48
380,NOTRE DAME,448,642,2023-09-04 23:30:10,2023-09-04 23:30:08,30.218068535825545,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:33:03,2023-09-04 23:33:03
391,ARRET MINUTE,96,137,2023-09-04 23:30:09,2023-09-04 23:30:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:33:18,2023-09-04 23:33:18
395,HOTEL DE VILLE,441,625,2023-09-04 23:30:09,2023-09-04 23:30:08,29.439999999999998,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:33:33,2023-09-04 23:33:33
1528,NOTRE DAME,271,642,2023-09-05 11:30:09,2023-09-05 11:30:21,57.78816199376947,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 11:32:43,2023-09-05 11:32:43
1535,NOTRE DAME,272,642,2023-09-05 11:32:11,2023-09-05 11:32:21,57.63239875389408,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 11:35:14,2023-09-05 11:35:14
1550,HOTEL DE VILLE,210,625,2023-09-05 11:38:11,2023-09-05 11:38:23,66.4,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 11:40:14,2023-09-05 11:40:14
1560,ARRET MINUTE,67,137,2023-09-05 11:40:39,2023-09-05 11:40:36,51.09489051094891,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 11:42:44,2023-09-05 11:42:44
1571,HOTEL DE VILLE,211,625,2023-09-05 11:44:13,2023-09-05 11:44:23,66.24,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 11:47:45,2023-09-05 11:47:45
1589,PALAIS DE JUSTICE,32,70,2023-09-05 11:50:15,2023-09-05 11:50:25,54.285714285714285,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 11:52:46,2023-09-05 11:52:46
2064,ARRET MINUTE,92,137,2023-09-05 22:52:22,2023-09-05 22:52:41,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 22:54:52,2023-09-05 22:54:52
2816,NOTRE DAME,283,642,2023-09-06 08:36:47,2023-09-06 08:36:42,55.9190031152648,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-06 08:39:52,2023-09-06 08:39:52
2831,HOTEL DE VILLE,248,625,2023-09-06 08:42:49,2023-09-06 08:42:43,60.31999999999999,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-06 08:44:52,2023-09-06 08:44:52
377,ARRET MINUTE,96,137,2023-09-04 23:30:09,2023-09-04 23:30:08,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:32:48,2023-09-04 23:32:48
383,GARE TOUMAI,465,632,2023-09-04 23:30:09,2023-09-04 23:30:08,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:33:03,2023-09-04 23:33:03
396,THEATRE,218,320,2023-09-04 23:30:10,2023-09-04 23:30:08,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:33:33,2023-09-04 23:33:33
1529,HOTEL DE VILLE,206,625,2023-09-05 11:30:09,2023-09-05 11:30:21,67.04,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 11:32:43,2023-09-05 11:32:43
1540,PALAIS DE JUSTICE,41,70,2023-09-05 11:32:11,2023-09-05 11:32:21,41.42857142857143,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 11:35:14,2023-09-05 11:35:14
1545,GARE TOUMAI,240,632,2023-09-05 11:34:09,2023-09-05 11:34:22,62.0253164556962,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 11:37:44,2023-09-05 11:37:44
1553,ARRET MINUTE,67,137,2023-09-05 11:38:10,2023-09-05 11:38:23,51.09489051094891,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 11:40:14,2023-09-05 11:40:14
1555,BLOSSAC TISON,309,665,2023-09-05 11:40:41,2023-09-05 11:40:36,53.53383458646617,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 11:42:44,2023-09-05 11:42:44
1565,THEATRE,103,320,2023-09-05 11:42:13,2023-09-05 11:42:24,67.8125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 11:45:15,2023-09-05 11:45:15
1577,NOTRE DAME,281,642,2023-09-05 11:48:13,2023-09-05 11:48:24,56.230529595015575,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 11:50:15,2023-09-05 11:50:15
1588,ARRET MINUTE,68,137,2023-09-05 11:50:13,2023-09-05 11:50:25,50.36496350364964,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 11:52:46,2023-09-05 11:52:46
2065,PALAIS DE JUSTICE,68,70,2023-09-05 22:52:25,2023-09-05 22:52:41,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 22:54:52,2023-09-05 22:54:52
2820,ARRET MINUTE,62,137,2023-09-06 08:36:46,2023-09-06 08:36:42,54.74452554744526,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-06 08:39:52,2023-09-06 08:39:52
2829,BLOSSAC TISON,324,665,2023-09-06 08:42:48,2023-09-06 08:42:43,51.2781954887218,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-06 08:44:52,2023-09-06 08:44:52
378,PALAIS DE JUSTICE,68,70,2023-09-04 23:30:10,2023-09-04 23:30:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:32:48,2023-09-04 23:32:48
379,BLOSSAC TISON,487,665,2023-09-04 23:30:09,2023-09-04 23:30:08,26.766917293233085,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:33:03,2023-09-04 23:33:03
392,PALAIS DE JUSTICE,68,70,2023-09-04 23:30:10,2023-09-04 23:30:08,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:33:18,2023-09-04 23:33:18
1530,THEATRE,105,320,2023-09-05 11:30:10,2023-09-05 11:30:21,67.1875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 11:32:43,2023-09-05 11:32:43
1538,GARE TOUMAI,241,632,2023-09-05 11:32:09,2023-09-05 11:32:21,61.86708860759494,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 11:35:14,2023-09-05 11:35:14
1547,PALAIS DE JUSTICE,40,70,2023-09-05 11:34:11,2023-09-05 11:34:22,42.857142857142854,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 11:37:44,2023-09-05 11:37:44
1558,THEATRE,103,320,2023-09-05 11:40:42,2023-09-05 11:40:36,67.8125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 11:42:44,2023-09-05 11:42:44
1572,THEATRE,103,320,2023-09-05 11:44:14,2023-09-05 11:44:23,67.8125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 11:47:45,2023-09-05 11:47:45
