id,nom,places,capacite,derniere_mise_a_jour_base,derniere_actualisation_bo,taux_doccupation,geo_point_2d,parking_id,inserted_at,updated_at
2147,GARE TOUMAI,367,632,2023-09-05 23:28:33,2023-09-05 23:28:49,41.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 23:30:45,2023-09-05 23:30:45
2151,NOTRE DAME,444,642,2023-09-05 23:30:35,2023-09-05 23:30:51,30.8411214953271,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 23:33:15,2023-09-05 23:33:15
2160,THEATRE,224,320,2023-09-05 23:32:36,2023-09-05 23:32:50,30,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 23:35:45,2023-09-05 23:35:45
2167,THEATRE,224,320,2023-09-05 23:37:06,2023-09-05 23:37:19,30,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 23:38:16,2023-09-05 23:38:16
2174,THEATRE,224,320,2023-09-05 23:38:37,2023-09-05 23:38:51,30,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 23:40:46,2023-09-05 23:40:46
2182,GARE TOUMAI,367,632,2023-09-05 23:40:35,2023-09-05 23:40:52,41.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 23:43:16,2023-09-05 23:43:16
2191,PALAIS DE JUSTICE,68,70,2023-09-05 23:42:37,2023-09-05 23:42:53,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 23:45:46,2023-09-05 23:45:46
2195,THEATRE,224,320,2023-09-05 23:46:40,2023-09-05 23:46:53,30,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 23:48:17,2023-09-05 23:48:17
650,ARRET MINUTE,96,137,2023-09-04 23:40:11,2023-09-04 23:40:11,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:43:22,2023-09-04 23:43:22
652,BLOSSAC TISON,488,665,2023-09-04 23:40:11,2023-09-04 23:40:11,26.61654135338346,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:43:37,2023-09-04 23:43:37
659,BLOSSAC TISON,488,665,2023-09-04 23:40:11,2023-09-04 23:40:11,26.61654135338346,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:43:52,2023-09-04 23:43:52
671,ARRET MINUTE,96,137,2023-09-04 23:42:10,2023-09-04 23:42:11,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:44:07,2023-09-04 23:44:07
676,THEATRE,218,320,2023-09-04 23:42:14,2023-09-04 23:42:11,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:44:22,2023-09-04 23:44:22
685,ARRET MINUTE,96,137,2023-09-04 23:42:10,2023-09-04 23:42:11,29.927007299270077,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-04 23:44:37,2023-09-04 23:44:37
690,THEATRE,218,320,2023-09-04 23:42:14,2023-09-04 23:42:11,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:44:53,2023-09-04 23:44:53
1732,HOTEL DE VILLE,209,625,2023-09-05 12:55:01,2023-09-05 12:54:54,66.56,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 12:56:32,2023-09-05 12:56:32
1740,THEATRE,87,320,2023-09-05 12:56:02,2023-09-05 12:56:03,72.8125,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 12:59:02,2023-09-05 12:59:02
1755,GARE TOUMAI,228,632,2023-09-05 13:00:32,2023-09-05 13:00:42,63.92405063291139,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 13:04:02,2023-09-05 13:04:02
1767,HOTEL DE VILLE,207,625,2023-09-05 13:06:32,2023-09-05 13:06:44,66.88,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 13:09:03,2023-09-05 13:09:03
1774,HOTEL DE VILLE,207,625,2023-09-05 13:08:33,2023-09-05 13:08:43,66.88,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 13:11:33,2023-09-05 13:11:33
1799,PALAIS DE JUSTICE,32,70,2023-09-05 13:40:42,2023-09-05 13:40:56,54.285714285714285,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 13:42:14,2023-09-05 13:42:14
1809,HOTEL DE VILLE,233,625,2023-09-05 13:44:42,2023-09-05 13:44:51,62.72,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 13:47:25,2023-09-05 13:47:25
1820,PALAIS DE JUSTICE,34,70,2023-09-05 13:46:42,2023-09-05 13:46:52,51.42857142857142,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 13:49:56,2023-09-05 13:49:56
1826,ARRET MINUTE,60,137,2023-09-05 13:50:41,2023-09-05 13:50:53,56.20437956204379,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:52:27,2023-09-05 13:52:27
1842,BLOSSAC TISON,318,665,2023-09-05 13:55:42,2023-09-05 13:56:02,52.18045112781955,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 14:00:03,2023-09-05 14:00:03
1867,GARE TOUMAI,236,632,2023-09-05 14:04:46,2023-09-05 14:05:01,62.65822784810127,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 14:07:35,2023-09-05 14:07:35
1873,THEATRE,99,320,2023-09-05 14:06:49,2023-09-05 14:06:57,69.0625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 14:10:08,2023-09-05 14:10:08
2085,ARRET MINUTE,92,137,2023-09-05 23:06:26,2023-09-05 23:06:45,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 23:08:13,2023-09-05 23:08:13
2092,ARRET MINUTE,92,137,2023-09-05 23:08:28,2023-09-05 23:08:45,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 23:10:43,2023-09-05 23:10:43
2112,GARE TOUMAI,367,632,2023-09-05 23:16:30,2023-09-05 23:16:47,41.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 23:18:14,2023-09-05 23:18:14
2123,NOTRE DAME,444,642,2023-09-05 23:20:31,2023-09-05 23:20:47,30.8411214953271,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 23:23:14,2023-09-05 23:23:14
2134,ARRET MINUTE,92,137,2023-09-05 23:22:30,2023-09-05 23:22:48,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 23:25:45,2023-09-05 23:25:45
2138,HOTEL DE VILLE,407,625,2023-09-05 23:26:33,2023-09-05 23:26:50,34.88,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 23:28:15,2023-09-05 23:28:15
2150,BLOSSAC TISON,479,665,2023-09-05 23:30:32,2023-09-05 23:30:51,27.969924812030072,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 23:33:15,2023-09-05 23:33:15
2157,BLOSSAC TISON,480,665,2023-09-05 23:32:34,2023-09-05 23:32:50,27.819548872180448,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 23:35:45,2023-09-05 23:35:45
2165,NOTRE DAME,445,642,2023-09-05 23:37:06,2023-09-05 23:37:19,30.68535825545171,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 23:38:16,2023-09-05 23:38:16
2175,GARE TOUMAI,367,632,2023-09-05 23:38:35,2023-09-05 23:38:51,41.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 23:40:46,2023-09-05 23:40:46
2185,BLOSSAC TISON,480,665,2023-09-05 23:42:36,2023-09-05 23:42:53,27.819548872180448,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 23:45:46,2023-09-05 23:45:46
651,PALAIS DE JUSTICE,68,70,2023-09-04 23:40:12,2023-09-04 23:40:11,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:43:22,2023-09-04 23:43:22
658,PALAIS DE JUSTICE,68,70,2023-09-04 23:40:12,2023-09-04 23:40:11,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:43:37,2023-09-04 23:43:37
662,THEATRE,218,320,2023-09-04 23:40:12,2023-09-04 23:40:11,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:43:52,2023-09-04 23:43:52
670,GARE TOUMAI,465,632,2023-09-04 23:42:13,2023-09-04 23:42:11,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:44:07,2023-09-04 23:44:07
673,BLOSSAC TISON,488,665,2023-09-04 23:42:11,2023-09-04 23:42:11,26.61654135338346,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:44:22,2023-09-04 23:44:22
680,BLOSSAC TISON,488,665,2023-09-04 23:42:11,2023-09-04 23:42:11,26.61654135338346,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-04 23:44:37,2023-09-04 23:44:37
1733,THEATRE,88,320,2023-09-05 12:55:01,2023-09-05 12:54:54,72.5,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 12:56:32,2023-09-05 12:56:32
1745,NOTRE DAME,270,642,2023-09-05 12:58:32,2023-09-05 12:58:45,57.943925233644855,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 13:01:32,2023-09-05 13:01:32
1757,PALAIS DE JUSTICE,22,70,2023-09-05 13:00:32,2023-09-05 13:00:42,68.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 13:04:02,2023-09-05 13:04:02
1768,THEATRE,91,320,2023-09-05 13:06:34,2023-09-05 13:06:44,71.5625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 13:09:03,2023-09-05 13:09:03
1775,THEATRE,91,320,2023-09-05 13:08:34,2023-09-05 13:08:43,71.5625,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 13:11:33,2023-09-05 13:11:33
1789,THEATRE,92,320,2023-09-05 13:14:36,2023-09-05 13:14:44,71.25,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 13:16:34,2023-09-05 13:16:34
1797,GARE TOUMAI,235,632,2023-09-05 13:40:40,2023-09-05 13:40:56,62.81645569620253,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 13:42:14,2023-09-05 13:42:14
1807,BLOSSAC TISON,319,665,2023-09-05 13:44:41,2023-09-05 13:44:51,52.03007518796993,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 13:47:25,2023-09-05 13:47:25
1824,THEATRE,97,320,2023-09-05 13:50:45,2023-09-05 13:50:53,69.6875,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 13:52:27,2023-09-05 13:52:27
1834,PALAIS DE JUSTICE,38,70,2023-09-05 13:52:44,2023-09-05 13:52:54,45.714285714285715,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 13:54:57,2023-09-05 13:54:57
1848,PALAIS DE JUSTICE,38,70,2023-09-05 13:55:45,2023-09-05 13:56:02,45.714285714285715,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 14:00:03,2023-09-05 14:00:03
1855,PALAIS DE JUSTICE,39,70,2023-09-05 14:00:46,2023-09-05 14:00:55,44.285714285714285,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 14:02:34,2023-09-05 14:02:34
1856,BLOSSAC TISON,317,665,2023-09-05 14:01:45,2023-09-05 14:02:03,52.33082706766917,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 14:05:04,2023-09-05 14:05:04
1872,HOTEL DE VILLE,247,625,2023-09-05 14:06:48,2023-09-05 14:06:57,60.480000000000004,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 14:10:07,2023-09-05 14:10:07
1885,NOTRE DAME,278,642,2023-09-05 14:12:49,2023-09-05 14:12:57,56.69781931464174,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 14:15:08,2023-09-05 14:15:08
2086,PALAIS DE JUSTICE,68,70,2023-09-05 23:06:29,2023-09-05 23:06:45,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 23:08:13,2023-09-05 23:08:13
2093,PALAIS DE JUSTICE,68,70,2023-09-05 23:08:30,2023-09-05 23:08:45,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 23:10:43,2023-09-05 23:10:43
2099,ARRET MINUTE,92,137,2023-09-05 23:10:28,2023-09-05 23:10:47,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 23:13:14,2023-09-05 23:13:14
2107,PALAIS DE JUSTICE,68,70,2023-09-05 23:13:00,2023-09-05 23:13:00,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 23:15:44,2023-09-05 23:15:44
2108,BLOSSAC TISON,479,665,2023-09-05 23:16:28,2023-09-05 23:16:47,27.969924812030072,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 23:18:14,2023-09-05 23:18:14
2131,HOTEL DE VILLE,405,625,2023-09-05 23:22:33,2023-09-05 23:22:48,35.199999999999996,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 23:25:45,2023-09-05 23:25:45
2137,NOTRE DAME,444,642,2023-09-05 23:26:33,2023-09-05 23:26:50,30.8411214953271,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 23:28:15,2023-09-05 23:28:15
2148,ARRET MINUTE,92,137,2023-09-05 23:28:32,2023-09-05 23:28:49,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 23:30:45,2023-09-05 23:30:45
2163,PALAIS DE JUSTICE,68,70,2023-09-05 23:32:36,2023-09-05 23:32:50,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 23:35:45,2023-09-05 23:35:45
2170,PALAIS DE JUSTICE,68,70,2023-09-05 23:37:06,2023-09-05 23:37:19,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 23:38:16,2023-09-05 23:38:16
2171,BLOSSAC TISON,480,665,2023-09-05 23:38:35,2023-09-05 23:38:51,27.819548872180448,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 23:40:46,2023-09-05 23:40:46
2186,NOTRE DAME,445,642,2023-09-05 23:42:37,2023-09-05 23:42:53,30.68535825545171,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 23:45:46,2023-09-05 23:45:46
2202,THEATRE,224,320,2023-09-05 23:48:40,2023-09-05 23:48:53,30,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 23:50:47,2023-09-05 23:50:47
653,NOTRE DAME,453,642,2023-09-04 23:40:12,2023-09-04 23:40:11,29.439252336448597,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:43:37,2023-09-04 23:43:37
663,GARE TOUMAI,465,632,2023-09-04 23:40:11,2023-09-04 23:40:11,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:43:52,2023-09-04 23:43:52
672,PALAIS DE JUSTICE,68,70,2023-09-04 23:42:13,2023-09-04 23:42:11,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:44:07,2023-09-04 23:44:07
674,NOTRE DAME,454,642,2023-09-04 23:42:13,2023-09-04 23:42:11,29.283489096573206,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:44:22,2023-09-04 23:44:22
681,NOTRE DAME,454,642,2023-09-04 23:42:13,2023-09-04 23:42:11,29.283489096573206,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:44:37,2023-09-04 23:44:37
693,PALAIS DE JUSTICE,68,70,2023-09-04 23:42:13,2023-09-04 23:42:11,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:44:53,2023-09-04 23:44:53
1734,GARE TOUMAI,228,632,2023-09-05 12:55:00,2023-09-05 12:54:54,63.92405063291139,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 12:56:32,2023-09-05 12:56:32
1741,GARE TOUMAI,228,632,2023-09-05 12:56:01,2023-09-05 12:56:03,63.92405063291139,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 12:59:02,2023-09-05 12:59:02
1748,GARE TOUMAI,228,632,2023-09-05 12:58:30,2023-09-05 12:58:45,63.92405063291139,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 13:01:32,2023-09-05 13:01:32
1760,HOTEL DE VILLE,209,625,2023-09-05 13:05:02,2023-09-05 13:04:56,66.56,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 13:06:33,2023-09-05 13:06:33
1771,PALAIS DE JUSTICE,22,70,2023-09-05 13:06:34,2023-09-05 13:06:44,68.57142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 13:09:03,2023-09-05 13:09:03
1779,BLOSSAC TISON,313,665,2023-09-05 13:10:33,2023-09-05 13:10:44,52.932330827067666,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 13:14:04,2023-09-05 13:14:04
1791,ARRET MINUTE,60,137,2023-09-05 13:14:33,2023-09-05 13:14:44,56.20437956204379,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:16:34,2023-09-05 13:16:34
1806,PALAIS DE JUSTICE,34,70,2023-09-05 13:42:43,2023-09-05 13:42:52,51.42857142857142,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 13:44:55,2023-09-05 13:44:55
1815,NOTRE DAME,274,642,2023-09-05 13:46:42,2023-09-05 13:46:52,57.3208722741433,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 13:49:56,2023-09-05 13:49:56
1822,NOTRE DAME,279,642,2023-09-05 13:50:44,2023-09-05 13:50:53,56.54205607476636,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 13:52:27,2023-09-05 13:52:27
1833,ARRET MINUTE,61,137,2023-09-05 13:52:41,2023-09-05 13:52:54,55.47445255474452,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:54:57,2023-09-05 13:54:57
1841,PALAIS DE JUSTICE,38,70,2023-09-05 13:54:44,2023-09-05 13:54:53,45.714285714285715,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-05 13:57:31,2023-09-05 13:57:31
1845,THEATRE,98,320,2023-09-05 13:55:46,2023-09-05 13:56:02,69.375,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 14:00:03,2023-09-05 14:00:03
1849,BLOSSAC TISON,318,665,2023-09-05 14:00:45,2023-09-05 14:00:55,52.18045112781955,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 14:02:34,2023-09-05 14:02:34
1860,GARE TOUMAI,235,632,2023-09-05 14:01:45,2023-09-05 14:02:03,62.81645569620253,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 14:05:04,2023-09-05 14:05:04
1865,HOTEL DE VILLE,248,625,2023-09-05 14:04:48,2023-09-05 14:05:01,60.31999999999999,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 14:07:35,2023-09-05 14:07:35
1878,NOTRE DAME,279,642,2023-09-05 14:10:48,2023-09-05 14:10:57,56.54205607476636,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 14:12:38,2023-09-05 14:12:38
1884,BLOSSAC TISON,317,665,2023-09-05 14:12:48,2023-09-05 14:12:57,52.33082706766917,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 14:15:08,2023-09-05 14:15:08
2088,NOTRE DAME,443,642,2023-09-05 23:08:29,2023-09-05 23:08:45,30.99688473520249,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 23:10:43,2023-09-05 23:10:43
2094,BLOSSAC TISON,477,665,2023-09-05 23:10:29,2023-09-05 23:10:47,28.270676691729324,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 23:13:14,2023-09-05 23:13:14
2103,HOTEL DE VILLE,404,625,2023-09-05 23:13:00,2023-09-05 23:13:00,35.36,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 23:15:44,2023-09-05 23:15:44
2117,HOTEL DE VILLE,405,625,2023-09-05 23:19:01,2023-09-05 23:19:02,35.199999999999996,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 23:20:44,2023-09-05 23:20:44
2127,ARRET MINUTE,92,137,2023-09-05 23:20:31,2023-09-05 23:20:47,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 23:23:14,2023-09-05 23:23:14
2152,HOTEL DE VILLE,407,625,2023-09-05 23:30:33,2023-09-05 23:30:51,34.88,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 23:33:15,2023-09-05 23:33:15
2164,BLOSSAC TISON,480,665,2023-09-05 23:37:05,2023-09-05 23:37:19,27.819548872180448,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 23:38:16,2023-09-05 23:38:16
2181,THEATRE,224,320,2023-09-05 23:40:37,2023-09-05 23:40:52,30,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-05 23:43:16,2023-09-05 23:43:16
2190,ARRET MINUTE,92,137,2023-09-05 23:42:36,2023-09-05 23:42:53,32.846715328467155,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 23:45:46,2023-09-05 23:45:46
2196,GARE TOUMAI,367,632,2023-09-05 23:46:37,2023-09-05 23:46:53,41.93037974683544,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-05 23:48:17,2023-09-05 23:48:17
2200,NOTRE DAME,448,642,2023-09-05 23:48:40,2023-09-05 23:48:53,30.218068535825545,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 23:50:47,2023-09-05 23:50:47
655,THEATRE,218,320,2023-09-04 23:40:12,2023-09-04 23:40:11,31.874999999999996,"{""lat"": 46.58383455409422, ""lon"": 0.33779491061805567}",3,2023-09-04 23:43:37,2023-09-04 23:43:37
660,NOTRE DAME,453,642,2023-09-04 23:40:12,2023-09-04 23:40:11,29.439252336448597,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:43:52,2023-09-04 23:43:52
668,HOTEL DE VILLE,441,625,2023-09-04 23:42:13,2023-09-04 23:42:11,29.439999999999998,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-04 23:44:07,2023-09-04 23:44:07
679,PALAIS DE JUSTICE,68,70,2023-09-04 23:42:13,2023-09-04 23:42:11,2.857142857142857,"{""lat"": 46.58595804860371, ""lon"": 0.3512954265806957}",12,2023-09-04 23:44:22,2023-09-04 23:44:22
684,GARE TOUMAI,465,632,2023-09-04 23:42:13,2023-09-04 23:42:11,26.424050632911396,"{""lat"": 46.58358353103216, ""lon"": 0.3348348830917244}",9,2023-09-04 23:44:37,2023-09-04 23:44:37
688,NOTRE DAME,454,642,2023-09-04 23:42:13,2023-09-04 23:42:11,29.283489096573206,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-04 23:44:52,2023-09-04 23:44:52
1735,ARRET MINUTE,55,137,2023-09-05 12:54:58,2023-09-05 12:54:54,59.854014598540154,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 12:56:32,2023-09-05 12:56:32
1739,HOTEL DE VILLE,209,625,2023-09-05 12:56:01,2023-09-05 12:56:03,66.56,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 12:59:02,2023-09-05 12:59:02
1749,ARRET MINUTE,52,137,2023-09-05 12:58:29,2023-09-05 12:58:45,62.04379562043796,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:01:32,2023-09-05 13:01:32
1751,BLOSSAC TISON,312,665,2023-09-05 13:00:31,2023-09-05 13:00:42,53.0827067669173,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 13:04:02,2023-09-05 13:04:02
1763,ARRET MINUTE,50,137,2023-09-05 13:05:01,2023-09-05 13:04:56,63.503649635036496,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:06:33,2023-09-05 13:06:33
1777,ARRET MINUTE,51,137,2023-09-05 13:08:31,2023-09-05 13:08:43,62.77372262773723,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:11:33,2023-09-05 13:11:33
1786,BLOSSAC TISON,314,665,2023-09-05 13:14:33,2023-09-05 13:14:44,52.78195488721804,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 13:16:34,2023-09-05 13:16:34
1794,NOTRE DAME,272,642,2023-09-05 13:40:40,2023-09-05 13:40:56,57.63239875389408,"{""lat"": 46.58349874703973, ""lon"": 0.3450022616476489}",1,2023-09-05 13:42:14,2023-09-05 13:42:14
1802,HOTEL DE VILLE,234,625,2023-09-05 13:42:42,2023-09-05 13:42:52,62.56,"{""lat"": 46.5793235337795, ""lon"": 0.3385507838016221}",2,2023-09-05 13:44:55,2023-09-05 13:44:55
1812,ARRET MINUTE,63,137,2023-09-05 13:44:39,2023-09-05 13:44:51,54.01459854014598,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:47:25,2023-09-05 13:47:25
1828,BLOSSAC TISON,317,665,2023-09-05 13:52:43,2023-09-05 13:52:54,52.33082706766917,"{""lat"": 46.57505317559496, ""lon"": 0.337126307915689}",0,2023-09-05 13:54:57,2023-09-05 13:54:57
1840,ARRET MINUTE,60,137,2023-09-05 13:54:43,2023-09-05 13:54:53,56.20437956204379,"{""lat"": 46.583793004495156, ""lon"": 0.3349825350533068}",11,2023-09-05 13:57:31,2023-09-05 13:57:31
